,title,link
241,"Walk with Little Amal, a theatrical journey celebrating the refugee experience",https://ted.com/talks/amir_nizar_zuabi_walk_with_little_amal_a_theatrical_journey_celebrating_the_refugee_experience
242,How COVID-19 reshaped US cities,https://ted.com/talks/kevin_j_krizek_how_covid_19_reshaped_us_cities
243,Can you solve the giant spider riddle?,https://ted.com/talks/dan_finkel_can_you_solve_the_giant_spider_riddle
244,An interactive map to track (and end) pollution in China,https://ted.com/talks/ma_jun_an_interactive_map_to_track_and_end_pollution_in_china
245,Why are stolen African artifacts still in Western museums?,https://ted.com/talks/jim_chuchu_why_are_stolen_african_artifacts_still_in_western_museums
246,The fingerprints of life beyond Earth,https://ted.com/talks/clara_sousa_silva_the_fingerprints_of_life_beyond_earth
247,"The method that can ""prove"" almost anything",https://ted.com/talks/james_a_smith_the_method_that_can_prove_almost_anything
248,The tiny balls of fat that could revolutionize medicine,https://ted.com/talks/kathryn_a_whitehead_the_tiny_balls_of_fat_that_could_revolutionize_medicine
249,Don't call people out — call them in,https://ted.com/talks/loretta_j_ross_don_t_call_people_out_call_them_in
250,"What causes seizures, and how can we treat them?",https://ted.com/talks/christopher_e_gaw_what_causes_seizures_and_how_can_we_treat_them
251,Meet the scientist couple driving an mRNA vaccine revolution,https://ted.com/talks/ugur_sahin_and_ozlem_tureci_meet_the_scientist_couple_driving_an_mrna_vaccine_revolution
252,Remembering climate change ... a message from the year 2071,https://ted.com/talks/kim_stanley_robinson_remembering_climate_change_a_message_from_the_year_2071
253,The informal settlements reshaping the world ,https://ted.com/talks/jota_samper_the_informal_settlements_reshaping_the_world
254,Iceland's superpowered underground volcanoes,https://ted.com/talks/jean_baptiste_p_koehl_iceland_s_superpowered_underground_volcanoes
255,"The radical, revolutionary resilience of Black joy",https://ted.com/talks/miracle_jones_the_radical_revolutionary_resilience_of_black_joy
256,A year in the life of one of Earth's weirdest animals,https://ted.com/talks/gilad_bino_a_year_in_the_life_of_one_of_earth_s_weirdest_animals
257,3 rules for a zero-carbon world,https://ted.com/talks/nigel_topping_3_rules_for_a_zero_carbon_world
258,The ancient origins of the Olympics,https://ted.com/talks/armand_d_angour_the_ancient_origins_of_the_olympics
259,The rise and fall of the Kingdom of Man,https://ted.com/talks/andrew_mcdonald_the_rise_and_fall_of_the_kingdom_of_man
260,"Are wild animals really ""wild""?",https://ted.com/talks/emma_marris_are_wild_animals_really_wild
261,How every child can thrive by five,https://ted.com/talks/molly_wright_how_every_child_can_thrive_by_five
262,The paradox at the heart of mathematics: Gödel's Incompleteness Theorem,https://ted.com/talks/marcus_du_sautoy_the_paradox_at_the_heart_of_mathematics_godel_s_incompleteness_theorem
263,The (de)colonizing of beauty,https://ted.com/talks/sasha_sarago_the_de_colonizing_of_beauty
264,Why COP26 is our best chance for a greener future,https://ted.com/talks/alok_sharma_why_cop26_is_our_best_chance_for_a_greener_future
265,3 myths about racism that keep the US from progress,https://ted.com/talks/candis_watts_smith_3_myths_about_racism_that_keep_the_us_from_progress
266,How do governments create money out of thin air?,https://ted.com/talks/jonathan_smith_how_do_governments_create_money_out_of_thin_air
267,The missing 96 percent of the universe,https://ted.com/talks/claire_malone_the_missing_96_percent_of_the_universe
268,The most notorious scientific feud in history,https://ted.com/talks/lukas_rieppel_the_most_notorious_scientific_feud_in_history
269,The link between menopause and gender inequity at work,https://ted.com/talks/andrea_berchowitz_the_link_between_menopause_and_gender_inequity_at_work
270,Documentary films that explore trauma — and make space for healing,https://ted.com/talks/almudena_toral_documentary_films_that_explore_trauma_and_make_space_for_healing
271,History's deadliest king,https://ted.com/talks/georges_nzongola_ntalaja_history_s_deadliest_king
272,A cleanse won't detox your body — but here's what will,https://ted.com/talks/jen_gunter_a_cleanse_won_t_detox_your_body_but_here_s_what_will
273,What should humans take to space (and leave behind)?,https://ted.com/talks/jorge_manes_rubio_what_should_humans_take_to_space_and_leave_behind
274,Could we build a wooden skyscraper?,https://ted.com/talks/stefan_al_could_we_build_a_wooden_skyscraper
275,Why aren't there more Native American restaurants?,https://ted.com/talks/sean_sherman_why_aren_t_there_more_native_american_restaurants
276,How music streaming transformed songwriting,https://ted.com/talks/bjorn_ulvaeus_how_music_streaming_transformed_songwriting
277,What's normal anxiety — and what's an anxiety disorder?,https://ted.com/talks/jen_gunter_what_s_normal_anxiety_and_what_s_an_anxiety_disorder
278,The dark history of the Chinese Exclusion Act,https://ted.com/talks/robert_chang_the_dark_history_of_the_chinese_exclusion_act
279,"What if we saw climate change as an amazing challenge, not a burden?",https://ted.com/talks/laura_tenenbaum_what_if_we_saw_climate_change_as_an_amazing_challenge_not_a_burden
280,The infinite alchemy of storytelling,https://ted.com/talks/zahra_al_mahdi_the_infinite_alchemy_of_storytelling
281,How to turn grit into a lifelong habit | Angela Duckworth,https://ted.com/talks/the_ted_interview_how_to_turn_grit_into_a_lifelong_habit_angela_duckworth
282,Why we're more honest with machines than people,https://ted.com/talks/anne_scherer_why_we_re_more_honest_with_machines_than_people
283,"Real-life ""Alien"" jaws",https://ted.com/talks/darien_satterfield_real_life_alien_jaws
284,"How one person saved over 2,000 children from the Nazis",https://ted.com/talks/iseult_gillespie_how_one_person_saved_over_2_000_children_from_the_nazis
285,How to heat your home without hurting the planet,https://ted.com/talks/kathy_hannun_how_to_heat_your_home_without_hurting_the_planet
286,What to do when climate change feels unstoppable,https://ted.com/talks/clover_hogan_what_to_do_when_climate_change_feels_unstoppable
287,Can you cheat death by solving this riddle?,https://ted.com/talks/shravan_s_k_can_you_cheat_death_by_solving_this_riddle
288,5 skin health myths to stop believing now,https://ted.com/talks/jen_gunter_5_skin_health_myths_to_stop_believing_now
289,The life-saving tech helping mothers make healthy decisions,https://ted.com/talks/aparna_hegde_the_life_saving_tech_helping_mothers_make_healthy_decisions
290,These salamanders snack on each other (but don't die),https://ted.com/talks/luis_zambrano_these_salamanders_snack_on_each_other_but_don_t_die
291,The search for microscopic aliens,https://ted.com/talks/sarah_rugheimer_the_search_for_microscopic_aliens
292,Why was India split into two countries?,https://ted.com/talks/haimanti_roy_why_was_india_split_into_two_countries
293,The emotions behind your money habits,https://ted.com/talks/robert_a_belle_the_emotions_behind_your_money_habits
294,"How marijuana reform could repair, reclaim and restore communities",https://ted.com/talks/khadijah_tribble_how_marijuana_reform_could_repair_reclaim_and_restore_communities
295,"What few people know about the program that ""saved"" America",https://ted.com/talks/meg_jacobs_what_few_people_know_about_the_program_that_saved_america
296,Can you actually boost your immune system? Here's the truth,https://ted.com/talks/jen_gunter_can_you_actually_boost_your_immune_system_here_s_the_truth
297,A new approach to defending the human rights of migrants,https://ted.com/talks/itamar_mann_a_new_approach_to_defending_the_human_rights_of_migrants
298,How to find meaning after loss,https://ted.com/talks/david_kessler_how_to_find_meaning_after_loss
299,A brief history of toilets,https://ted.com/talks/francis_de_los_reyes_a_brief_history_of_toilets
300,How to be a professional troublemaker,https://ted.com/talks/luvvie_ajayi_jones_how_to_be_a_professional_troublemaker
301,An app that empowers people to solve their legal problems,https://ted.com/talks/rohan_pavuluri_an_app_that_empowers_people_to_solve_their_legal_problems
302,The sharks that hunt in forests,https://ted.com/talks/luka_seamus_wright_the_sharks_that_hunt_in_forests
303,A queer journey from shame to self-love,https://ted.com/talks/crystal_rasmussen_a_queer_journey_from_shame_to_self_love
304,The real-life superheroes helping Syrian refugees,https://ted.com/talks/feras_fayyad_the_real_life_superheroes_helping_syrian_refugees
305,How do you know what's true?,https://ted.com/talks/sheila_marie_orfano_how_do_you_know_what_s_true
306,Why healthy bones are about so much more than milk,https://ted.com/talks/jen_gunter_why_healthy_bones_are_about_so_much_more_than_milk
307,How to reduce your diet's carbon footprint — without going vegan,https://ted.com/talks/brian_kateman_how_to_reduce_your_diet_s_carbon_footprint_without_going_vegan
308,A feminist reimagining of Kenya's public transport,https://ted.com/talks/naomi_mwaura_a_feminist_reimagining_of_kenya_s_public_transport
309,Ugly History: The US syphilis experiment,https://ted.com/talks/susan_m_reverby_ugly_history_the_us_syphilis_experiment
310,How to support yourself (and others) through grief,https://ted.com/talks/nina_westbrook_how_to_support_yourself_and_others_through_grief
311,How your body could become its own diagnostic lab,https://ted.com/talks/aaron_morris_how_your_body_could_become_its_own_diagnostic_lab
312,A day in the life of the Oracle of Delphi,https://ted.com/talks/mark_robinson_a_day_in_the_life_of_the_oracle_of_delphi
313,The multibillion-dollar US prison industry — and how to dismantle it,https://ted.com/talks/bianca_tylek_the_multibillion_dollar_us_prison_industry_and_how_to_dismantle_it
314,The anxiety that comes from being treated like an outsider,https://ted.com/talks/valerie_purdie_greenaway_the_anxiety_that_comes_from_being_treated_like_an_outsider
315,Why do we have hair in such random places?,https://ted.com/talks/nina_g_jablonski_why_do_we_have_hair_in_such_random_places
316,What really happens to your body during menopause,https://ted.com/talks/jen_gunter_what_really_happens_to_your_body_during_menopause
317,Essential questions to ask your future self,https://ted.com/talks/meg_jay_essential_questions_to_ask_your_future_self
318,Who makes judges?,https://ted.com/talks/jessica_kerr_who_makes_judges
319,"The epic of Gilgamesh, the king who tried to conquer death",https://ted.com/talks/soraya_field_fiorio_the_epic_of_gilgamesh_the_king_who_tried_to_conquer_death
320,"Playful, wondrous public spaces built for community and possibility",https://ted.com/talks/matthew_mazzotta_playful_wondrous_public_spaces_built_for_community_and_possibility
321,The rigged test of leadership,https://ted.com/talks/sophie_williams_the_rigged_test_of_leadership
322,Tips for reclaiming your peace of mind online,https://ted.com/talks/naomi_shimada_tips_for_reclaiming_your_peace_of_mind_online
323,Can you solve the Trojan War riddle?,https://ted.com/talks/dennis_shasha_can_you_solve_the_trojan_war_riddle
324,Why you shouldn't worry about pooping once a day,https://ted.com/talks/jen_gunter_why_you_shouldn_t_worry_about_pooping_once_a_day
325,How dirt bikes and STEM ignite ingenuity in Baltimore,https://ted.com/talks/brittany_young_how_dirt_bikes_and_stem_ignite_ingenuity_in_baltimore
326,"What farmers need to be modern, climate-friendly and profitable",https://ted.com/talks/beth_ford_what_farmers_need_to_be_modern_climate_friendly_and_profitable
327,Could you survive the real Twilight Zone?,https://ted.com/talks/philip_renaud_and_kenneth_kostel_could_you_survive_the_real_twilight_zone
328,Electronic pills that could transform how we treat disease,https://ted.com/talks/khalil_ramadi_electronic_pills_that_could_transform_how_we_treat_disease
329,The woman who stared at the sun,https://ted.com/talks/alex_gendler_the_woman_who_stared_at_the_sun
330,The death of the universe — and what it means for life,https://ted.com/talks/katie_mack_the_death_of_the_universe_and_what_it_means_for_life
331,The cure for burnout (hint: it isn't self-care),https://ted.com/talks/emily_nagoski_and_amelia_nagoski_the_cure_for_burnout_hint_it_isn_t_self_care
332,"Run, sail or hide? How to survive the destruction of Pompeii",https://ted.com/talks/gary_devore_run_sail_or_hide_how_to_survive_the_destruction_of_pompeii
333,Why you don't need 8 glasses of water a day,https://ted.com/talks/jen_gunter_why_you_don_t_need_8_glasses_of_water_a_day
334,How NASA invented a ventilator for COVID-19 ... in 37 days,https://ted.com/talks/dan_goods_how_nasa_invented_a_ventilator_for_covid_19_in_37_days
335,Can you be awake and asleep at the same time?,https://ted.com/talks/masako_tamaki_can_you_be_awake_and_asleep_at_the_same_time
336,The best career path isn't always a straight line,https://ted.com/talks/sarah_ellis_and_helen_tupper_the_best_career_path_isn_t_always_a_straight_line
